NEG_01_NEG,NEG_02_NEG,NEG_03_NEG,NEG_04_NEG,NEG_05_NEG,NEG_06_NEG,NEG_07_NEG,NEG_03_POS,NEG_04_POS,NEG_05_POS,NEG_06_POS,NEG_01_HBD,NEG_02_HBD,NEG_03_HBD,NEG_04_HBD,NEG_05_HBD,NEG_06_HBD,NEG_07_HBD,NEG_03_HBA,NEG_04_HBA,NEG_05_HBA,NEG_06_HBA,NEG_07_HBA,NEG_02_ARC,NEG_03_ARC,NEG_04_ARC,NEG_05_ARC,NEG_06_ARC,NEG_07_ARC,NEG_02_HYP,NEG_03_HYP,NEG_04_HYP,NEG_05_HYP,NEG_06_HYP,NEG_07_HYP,POS_03_POS,POS_04_POS,POS_05_POS,POS_06_POS,POS_07_POS,POS_02_HBD,POS_03_HBD,POS_04_HBD,POS_05_HBD,POS_06_HBD,POS_07_HBD,POS_03_HBA,POS_04_HBA,POS_05_HBA,POS_06_HBA,POS_07_HBA,POS_02_ARC,POS_03_ARC,POS_04_ARC,POS_05_ARC,POS_06_ARC,POS_07_ARC,POS_02_HYP,POS_03_HYP,POS_04_HYP,POS_05_HYP,POS_06_HYP,POS_07_HYP,HBD_03_HBD,HBD_04_HBD,HBD_05_HBD,HBD_06_HBD,HBD_07_HBD,HBD_03_HBA,HBD_04_HBA,HBD_05_HBA,HBD_06_HBA,HBD_07_HBA,HBD_02_ARC,HBD_03_ARC,HBD_04_ARC,HBD_05_ARC,HBD_06_ARC,HBD_07_ARC,HBD_02_HYP,HBD_03_HYP,HBD_04_HYP,HBD_05_HYP,HBD_06_HYP,HBD_07_HYP,HBA_03_HBA,HBA_04_HBA,HBA_05_HBA,HBA_06_HBA,HBA_07_HBA,HBA_02_ARC,HBA_03_ARC,HBA_04_ARC,HBA_05_ARC,HBA_06_ARC,HBA_07_ARC,HBA_02_HYP,HBA_03_HYP,HBA_04_HYP,HBA_05_HYP,HBA_06_HYP,HBA_07_HYP,ARC_01_ARC,ARC_02_ARC,ARC_03_ARC,ARC_04_ARC,ARC_05_ARC,ARC_06_ARC,ARC_07_ARC,ARC_02_HYP,ARC_03_HYP,ARC_04_HYP,ARC_05_HYP,ARC_06_HYP,ARC_07_HYP,HYP_01_HYP,HYP_02_HYP,HYP_03_HYP,HYP_04_HYP,HYP_05_HYP,HYP_06_HYP,HYP_07_HYP,WBN_GC_L_0.25,WBN_GC_H_0.25,WBN_GC_L_0.50,WBN_GC_H_0.50,WBN_GC_L_0.75,WBN_GC_H_0.75,WBN_GC_L_1.00,WBN_GC_H_1.00,WBN_EN_L_0.25,WBN_EN_H_0.25,WBN_EN_L_0.50,WBN_EN_H_0.50,WBN_EN_L_0.75,WBN_EN_H_0.75,WBN_EN_L_1.00,WBN_EN_H_1.00,WBN_LP_L_0.25,WBN_LP_H_0.25,WBN_LP_L_0.50,WBN_LP_H_0.50,WBN_LP_L_0.75,WBN_LP_H_0.75,WBN_LP_L_1.00,WBN_LP_H_1.00,XLogP,PSA,NumRot,NumHBA,NumHBD,MW,BBB,BadGroup,Activity
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4655,1.3673,-1.6035,2.0912,-2.2027,2.8707,-2.9475,3.6665,-0.7625,1.5196,-1.5394,2.1797,-2.3229,2.8795,-3.1101,3.6166,-0.6924,1.4326,-1.4473,2.0178,-2.228,2.7515,-3.0161,3.5348,2.334,37.3,1,4,1,139.11,1,1,mutagen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9286,1.1516,-1.7427,1.9617,-2.6142,2.8754,-3.4857,3.8077,-0.8715,1.5199,-1.743,2.1854,-2.6145,2.9366,-3.486,3.8174,-0.6394,1.4349,-1.4326,2.1961,-2.3038,3.1313,-3.1752,4.0706,5.864,17.07,1,3,0,247.253,1,1,mutagen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-2.2608,1.7515,-2.3887,2.2156,-2.6423,2.88,-3.0519,3.6276,-0.7066,1.2172,-1.4295,1.8487,-2.1594,2.5967,-2.8929,3.3819,-0.9489,0.9276,-1.6008,1.6698,-2.2976,2.4527,-3.0135,3.2484,2.644,60.44,4,4,0,276.332,1,1,mutagen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.4607,1.0571,-1.9499,1.9275,-2.7078,2.8162,-3.5415,3.7115,-0.8376,1.2134,-1.7004,1.9788,-2.5708,2.8506,-3.4445,3.7422,-0.8767,1.1206,-1.6728,1.9957,-2.5291,2.8884,-3.3974,3.7868,4.088,28.16,8,2,1,345.918,1,2,mutagen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2376,1.8628,-2.3556,2.3954,-2.5931,3.1097,-3.115,3.8693,-0.77,1.2481,-1.5434,1.9462,-2.3188,2.7359,-3.0952,3.5538,-1.0516,0.9479,-1.7087,1.7491,-2.425,2.5753,-3.1626,3.4082,0.398,125.46,8,8,3,415.442,0,1,mutagen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.926,1.2998,-1.5008,2.065,-2.2052,2.8694,-2.9774,3.6855,-0.7699,1.52,-1.5594,2.1836,-2.3563,2.8933,-3.1572,3.6465,-0.8146,1.431,-1.5783,2.0055,-2.3691,2.7318,-3.1685,3.5189,1.535,69.11,1,5,2,153.141,1,1,mutagen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6051,1.4756,-2.0459,2.2444,-2.6643,3.0806,-3.3845,3.9474,-0.77,1.521,-1.5497,2.233,-2.3373,3.1042,-3.1362,3.9999,-0.9307,1.4341,-1.6588,2.1158,-2.4595,2.9911,-3.2783,3.8867,2.479,86.69,3,4,1,270.252,0,1,mutagen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3596,2.0206,-2.6432,2.5977,-3.1331,3.5359,-3.8263,4.4996,-0.8973,1.2717,-1.8327,2.157,-2.7776,3.1251,-3.7261,4.1081,-1.0446,1.145,-1.836,2.117,-2.7763,3.1027,-3.7241,4.0923,3.593,109.36,2,6,3,394.379,0,0,mutagen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2745,1.1912,-1.8836,2.0222,-2.6121,2.9053,-3.4489,3.803,-0.8664,1.5214,-1.7385,2.1972,-2.6129,2.9638,-3.4886,3.8119,-0.802,1.4339,-1.6012,2.0981,-2.4542,2.9888,-3.3211,3.8934,5.307,67.81,3,6,1,292.298,1,2,mutagen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3981,1.5477,-2.5254,2.3604,-2.7653,3.2513,-3.3085,4.1575,-0.846,1.2173,-1.7102,1.9982,-2.5798,2.894,-3.4517,3.8088,-1.0619,1.1049,-1.6954,1.9999,-2.5342,2.9147,-3.4011,3.8351,-1.319,206.07,5,12,6,543.525,0,1,mutagen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-1.6806,1.4616,-2.2377,2.3441,-2.9875,3.3033,-3.8367,4.2865,-0.8848,1.3819,-1.8139,2.2885,-2.7546,3.2702,-3.6998,4.27,-0.9803,1.145,-1.8644,2.1365,-2.7976,3.1429,-3.7408,4.1533,3.564,69.87,6,4,2,364.449,1,0,mutagen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.3413,1.8639,-1.6686,2.2414,-2.2011,2.9072,-2.8051,3.6896,-0.5267,1.5228,-1.1703,2.2073,-1.85,2.9569,-2.5469,3.7441,-0.8292,1.4356,-1.4665,2.0173,-2.1278,2.7459,-2.8019,3.5305,1.498,99.33,5,6,2,216.222,0,1,mutagen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.397,1.8407,-2.6249,2.5783,-3.1123,3.5278,-3.8068,4.4931,-0.8957,1.2753,-1.831,2.16,-2.7761,3.1265,-3.7249,4.1078,-0.9263,1.1274,-1.8408,2.1008,-2.7846,3.0863,-3.7339,4.0751,2.852,87.36,2,6,1,354.314,0,0,mutagen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2832,1.4915,-2.4476,2.2789,-2.7848,3.1132,-3.3307,3.9639,-0.7873,1.5206,-1.6044,2.1901,-2.43,2.9261,-3.2593,3.7306,-0.7932,1.4337,-1.5881,2.0438,-2.4069,2.8461,-3.2333,3.6982,5.546,35.53,1,5,0,332.526,1,1,mutagen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7687,1.476,-1.8999,2.2359,-2.4813,3.0984,-3.306,3.9888,-0.8537,1.1939,-1.7149,1.9407,-2.5785,2.8283,-3.4433,3.7357,-1.0515,1.1422,-1.6973,2.0308,-2.5034,2.9342,-3.347,3.8435,0.957,107.36,0,6,3,348.31,0,1,mutagen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3875,1.2692,-1.9345,2.0879,-2.7371,2.9956,-3.6092,3.9197,-0.8685,2.3346,-1.764,2.466,-2.6674,3,-3.5741,3.8993,-0.8839,1.1729,-1.6988,2.0934,-2.5859,3.0241,-3.4871,3.9585,2.389,25.78,0,0,0,198.2,1,0,mutagen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4727,1.4501,-1.7951,2.1654,-2.5568,3.0384,-3.4291,3.956,-0.8769,1.2182,-1.7582,1.9461,-2.6409,2.8734,-3.5242,3.8163,-0.8449,1.2281,-1.6215,2.1645,-2.4776,3.1065,-3.3497,4.0509,4.423,49.33,2,3,2,275.307,1,0,mutagen
